Family_ID,Father ID,Mother_ID,Child_ID_1,Child_ID_2,Child_ID_3,Child_ID_4,Child_ID_5,Child_ID_6,Child_ID_7,Child_ID_8,Child_ID_9,Child_ID_10
F444,I122618038704,I122618038719,I122618039629,I122618038274,,,,,,,,
F445,I122597543494,I122597543440,,,,,,,,,,
F446,I122606210696,I122606210754,,,,,,,,,,
F447,I122595692130,I122595692183,,,,,,,,,,
F448,I122597412558,I122596609651,I122596609622,,,,,,,,,
F449,I122613680413,I122613680506,I122613680781,I122614075846,I122614280226,I122615051957,I122615123312,,,,,
F450,I122616318407,I122616318370,I122616318249,,,,,,,,,
F451,I122604572303,I122604572311,I122604572269,,,,,,,,,
F452,I122593578594,I122593578622,I122606214160,I122594268185,I122593936993,I122606509498,I122616000004,I122595006997,I122595568750,I122593942445,,
F453,I122596838924,I122596838958,,,,,,,,,,
F454,I122594102907,I122594102914,I122594102883,,,,,,,,,
F455,I122642352987,I122642353049,I122642351230,,,,,,,,,
F456,I122597412384,I122597412401,I122597412354,I122597412504,,,,,,,,
F457,I122594741860,I122594741899,,,,,,,,,,
F458,I122609076715,I122609076575,,,,,,,,,,
F459,I122594102862,I122594102883,I122594102817,,,,,,,,,
F460,I122606145185,I122606145191,I122606145168,I122606145244,,,,,,,,
F461,I122618202738,I122618202592,I122618202338,I122603212567,,,,,,,,
F462,I122597166545,I122597166632,I122597166720,I122618155351,I122618154922,I122618185868,,,,,,
F463,I122606145162,I122606145168,I122606145093,,,,,,,,,
F464,I122616302067,I122616302146,I122616302525,,,,,,,,,
F465,I122595692026,I122595692073,,,,,,,,,,
F466,I122603687633,I122603687635,I122603687608,,,,,,,,,
F467,I122605080184,I122605080248,,,,,,,,,,
F468,I122623609216,I122623609222,I122623609170,I122623609203,,,,,,,,
F469,I122597412354,I122597412274,,,,,,,,,,
F470,I122623609203,I122623609196,I122595390147,,,,,,,,,
F471,I122600377872,I122600377792,,,,,,,,,,
F472,I122597166720,I122597166788,,,,,,,,,,
F473,I122593578684,I122593578692,I122595012198,I122594092038,I122594663099,I122593578622,,,,,,
F474,I122594102946,I122594102967,I122594102907,I122594102315,,,,,,,,
F475,I122596495044,I122596495047,I122596495196,I122596494599,,,,,,,,
F476,I122616580369,I122616580396,I122616580278,I122616580128,,,,,,,,
F477,I122600508940,I122600508952,I122600508919,,,,,,,,,
F478,I122605915766,I122595568517,I122605915688,,,,,,,,,
F479,I122595692244,I122595005599,I122595005758,I122618384071,I122595692237,,,,,,,
F480,I122604572254,I122604572269,I122604572230,,,,,,,,,
F481,I122595004153,I122595004087,,,,,,,,,,
F482,I122595395259,I122595004087,,,,,,,,,,
F483,I122618480942,I122618480935,I122618480787,,,,,,,,,
F484,I122618480942,I122618509102,I122618509208,,,,,,,,,
F485,I122597415693,I122595692237,I122595692222,I122597415643,,,,,,,,
F486,I122604572230,I122604572186,,,,,,,,,,
F487,I122600181259,I122600181345,,,,,,,,,,
F488,I122596839125,I122596839101,I122618383589,I122616470425,I122596839156,I122596839825,,,,,,
F489,I122594659995,I122594659978,I122594660342,,,,,,,,,
F490,I122623609170,I122623609161,I122595570360,,,,,,,,,
F491,I122600377903,I122600377910,I122600377872,,,,,,,,,
F492,I122595757748,I122595757810,,,,,,,,,,
F493,I122606210644,I122606210603,I122606210696,,,,,,,,,
F494,I122597412558,I122597412504,,,,,,,,,,
F495,I122606145027,I122606145093,,,,,,,,,,
F496,I122608421329,I122608421325,I122608420793,,,,,,,,,
F497,I122616597057,I122616596831,,,,,,,,,,
F498,I122596609671,I122596609683,I122596609651,,,,,,,,,
F499,I122602655332,I122602655193,I122602655107,I122602655531,,,,,,,,
F500,I122603212057,I122603212397,,,,,,,,,,
F501,I122608270833,I122595397271,I122595397212,I122595408619,,,,,,,,
F502,I122617743680,I122617743684,I122617743616,,,,,,,,,
F503,I122608765404,I122608764868,,,,,,,,,,
F504,I122595692222,I122595692183,,,,,,,,,,
F505,I122605080092,I122605080020,,,,,,,,,,
F506,I122605915599,I122605915688,,,,,,,,,,
F507,I122608808284,I122608421325,I122608807979,,,,,,,,,
F508,I122614352280,I122614352387,I122614352663,,,,,,,,,
F509,I122618382674,I122618382670,I122618421145,I122603212579,,,,,,,,
F510,I122605080116,I122605080126,I122605080184,I122605080092,,,,,,,,
F511,I122602835536,I122602835415,,,,,,,,,,
F512,I122600181203,I122600181139,I122600181259,,,,,,,,,
F513,I122617924226,I122617924301,,,,,,,,,,
F514,I122594659618,I122594659614,I122594659712,I122594659588,,,,,,,,
F515,I122594741539,I122594741443,I122594741860,,,,,,,,,
F516,I122595691855,I122595691859,I122595691848,,,,,,,,,
F517,I122608765471,I122608765473,I122608765404,,,,,,,,,
F518,I122603670956,I122603671029,,,,,,,,,,
F519,I122595691848,I122595691792,,,,,,,,,,
F520,I122604572102,I122604572024,I122604572186,,,,,,,,,
F521,I122600508863,I122600508811,,,,,,,,,,
F522,I122602655107,I122602655157,I122602655090,,,,,,,,,
F523,I122608667150,I122608667168,I122608666793,I122606030282,,,,,,,,
F524,I122595003708,I122595003749,I122595003658,I122595394771,,,,,,,,
F525,I122606030307,I122606030282,I122606114396,I122606030151,I122606144884,I122606146361,,,,,,
F526,I122597051737,I122597051750,I122596998966,I122617935494,I122617987842,,,,,,,
F527,I122614087028,I122597051750,,,,,,,,,,
F528,I122595691945,I122595691902,I122595691974,,,,,,,,,
F529,I122603687300,I122603687231,,,,,,,,,,
F530,I122594659585,I122594659588,I122594605354,,,,,,,,,
F531,I122594659585,I122594659785,I122596610179,,,,,,,,,
F532,I122594102449,I122594102556,I122594102666,,,,,,,,,
F533,I122595003658,I122595003673,I122595003620,,,,,,,,,
F534,I122613697258,I122613697129,,,,,,,,,,
F535,I122597051766,I122597051778,I122597051750,I122597052159,,,,,,,,
F536,I122594098950,I122603687315,I122594099152,I122603687300,,,,,,,,
F537,I122596838777,I122596838803,I122595395349,I122596838839,I122609480654,,,,,,,
F538,I122595388930,I122595396965,,,,,,,,,,
F539,I122596609469,I122596609394,I122596609528,,,,,,,,,
F540,I122608945825,I122608945739,I122608946875,,,,,,,,,
F541,I122596494594,I122596494599,I122596494578,,,,,,,,,
F542,I122610682434,I122610682495,I122610682882,,,,,,,,,
F543,I122605096317,I122605096323,I122605096243,I122596707785,,,,,,,,
F544,I122600508892,I122600508902,I122600508863,,,,,,,,,
F545,I122618858290,I122618858221,I122618858508,I122618859908,,,,,,,,
F546,I122606030245,I122606030151,I122606030116,,,,,,,,,
F547,I122600197493,I122600197581,,,,,,,,,,
F548,I122605915466,I122605915553,I122605915599,,,,,,,,,
F549,I122597543331,I122597543198,I122597543440,,,,,,,,,
F550,I122600508919,I122600508927,I122600508892,,,,,,,,,
F551,I122606144927,I122606144884,I122606145027,,,,,,,,,
F552,I122600197605,I122596114763,I122596114732,I122600197581,,,,,,,,
F553,I122617219887,I122617219816,,,,,,,,,,
F554,I122594299298,I122594299223,,,,,,,,,,
F555,I122593707061,I122593709383,I122593697911,,,,,,,,,
F556,I122618153727,I122618153764,I122618152603,,,,,,,,,
F557,I122596707764,I122596707785,I122596707714,I122628724784,,,,,,,,
F558,I122606210420,I122606210427,I122606210400,I122606210603,,,,,,,,
F559,I122600377621,I122600377719,I122600377792,,,,,,,,,
F560,I122603670806,I122603670823,I122603670779,I122603670956,,,,,,,,
F561,I122600508626,I122600508693,I122600508811,,,,,,,,,
F562,I122600181020,I122600181036,I122600181139,I122600180997,,,,,,,,
F563,I122605079769,I122605079874,I122605088691,,,,,,,,,
F564,I122594299324,I122594299314,I122594299298,,,,,,,,,
F565,I122613680853,I122613680781,I122613681359,I122613681428,I122613690446,I122613858121,I122613866416,,,,,
F566,I122600180997,I122600180957,I122600182270,,,,,,,,,
F567,I122606210309,I122606210400,,,,,,,,,,
F568,I122605079890,I122605079907,I122605080020,I122605079874,,,,,,,,
F569,I122594266524,I122594266545,I122594264910,I122594266722,,,,,,,,
F570,I122597002679,I122597002712,I122597002723,I122597003062,,,,,,,,
F571,I122594725339,I122594725259,I122617731061,I122594726815,I122594728027,,,,,,,
F572,I122618186273,I122618186339,,,,,,,,,,
F573,I122603572483,I122603572426,,,,,,,,,,
F574,I122597002749,I122597002723,I122597002787,,,,,,,,,
F575,I122616318522,I122616318511,I122616318370,,,,,,,,,
F576,I122603670779,I122603670788,I122603670764,,,,,,,,,
F577,I122618989085,I122618989148,I122618988711,,,,,,,,,
F578,I122595757555,I122603477031,I122595757748,,,,,,,,,
F579,I122594659712,I122594659718,I122596602485,I122593578084,I122596663948,,,,,,,
F580,I122600197437,I122600197317,I122600197493,,,,,,,,,
F581,I122605096243,I122605096295,I122605096150,,,,,,,,,
F582,I122602655003,I122602655090,,,,,,,,,,
F583,I122596838839,I122596838902,I122596838924,,,,,,,,,
F584,I122602835306,I122602835309,I122602835296,I122602835415,,,,,,,,
F585,I122596707714,I122596707725,I122605696777,,,,,,,,,
F586,I122602835296,I122602835162,,,,,,,,,,
F587,I122616597057,I122616597278,,,,,,,,,,
F588,I122606030042,I122606030116,,,,,,,,,,
F589,I122616466035,I122616465984,I122616466718,I122616471431,I122616537447,,,,,,,
F590,I122603687145,I122603687075,I122603687231,,,,,,,,,
F591,I122596838464,I122596838472,I122596838458,I122605656229,I122615121792,I122596838561,,,,,,
F592,I122593578047,I122593578084,I122593579746,I122593578424,I122593578001,,,,,,,
F593,I122603670764,I122603670693,,,,,,,,,,
F594,I122594102315,I122594102329,I122594102449,I122594102041,,,,,,,,
F595,I122593578028,I122593578032,I122594591268,I122593577989,I122594593212,,,,,,,
F596,I122594298918,I122594298928,I122594298897,,,,,,,,,
F597,I122600377499,I122600377511,I122600377434,I122600377621,,,,,,,,
F598,I122617219887,I122617219998,,,,,,,,,,
F599,I122597002314,I122597002339,I122597002404,,,,,,,,,
F600,I122600197273,I122600197214,I122600197317,,,,,,,,,
F601,I122595757241,I122595757134,,,,,,,,,,
F602,I122614844258,I122614844246,I122614844907,I122614840202,,,,,,,,
F603,I122596494349,I122596494424,I122596494497,,,,,,,,,
F604,I122618383268,I122618383249,I122618384002,,,,,,,,,
F605,I122603211967,I122603212020,I122603212057,,,,,,,,,
F606,I122597166172,I122597166115,,,,,,,,,,
F607,I122618989481,I122618989506,I122604961623,I122618989085,,,,,,,,
F608,I122605096150,I122605096063,,,,,,,,,,
F609,I122629245562,I122629245575,I122600190319,,,,,,,,,
F610,I122593577989,I122593578001,I122593577719,I122593577946,,,,,,,,
F611,I122606210172,I122606210250,I122606210309,,,,,,,,,
F612,I122605248402,I122597002359,I122597002339,I122618479752,I122605248380,,,,,,,
F613,I122594659403,I122594659358,I122594659459,,,,,,,,,
F614,I122594298897,I122594298906,I122594298852,,,,,,,,,
F615,I122602654874,I122602654836,I122602655003,,,,,,,,,
F616,I122602835095,I122602835008,I122602835162,,,,,,,,,
F617,I122604735721,I122604737042,,,,,,,,,,
F618,I122616761255,I122616761149,,,,,,,,,,
F619,I122594741346,I122594741269,I122594741443,I122597002314,,,,,,,,
F620,I122595003597,I122595003501,,,,,,,,,,
F621,I122618383350,I122618383345,I122618383541,I122618383268,,,,,,,,
F622,I122596838446,I122596838400,,,,,,,,,,
F623,I122618153932,I122602833620,I122602833791,I122618153727,,,,,,,,
F624,I122604571807,I122604571817,I122604571770,I122604573891,I122604572024,,,,,,,
F625,I122596707334,I122596707352,I122596707469,I122596707267,,,,,,,,
F626,I122605915302,I122605915308,I122605915466,I122605915258,,,,,,,,
F627,I122596916830,I122596609044,I122596608942,I122596916799,I122596999104,I122605240805,,,,,,
F628,I122614352847,I122614352663,,,,,,,,,,
F629,I122596133948,I122596134023,I122596134106,I122596133754,,,,,,,,
F630,I122603375818,I122603375679,,,,,,,,,,
F631,I122596838458,I122596838460,I122596838446,,,,,,,,,
F632,I122605915258,I122605915265,I122605915241,,,,,,,,,
F633,I122595757262,I122595757274,I122595757241,,,,,,,,,
F634,I122595757278,I122595757280,I122595757262,,,,,,,,,
F635,I122618186500,I122618186521,I122618186339,,,,,,,,,
F636,I122594659501,I122594659505,I122594659494,,,,,,,,,
F637,I122594659490,I122594659494,I122594659483,,,,,,,,,
F638,I122618858290,I122618862236,,,,,,,,,,
F639,I122596134106,I122596134118,I122593937560,I122618014808,,,,,,,,
F640,I122616318743,I122616318736,I122616318522,I122616460006,,,,,,,,
F641,I122605096005,I122605096022,I122605095980,,,,,,,,,
F642,I122597543155,I122597543050,I122597543198,,,,,,,,,
F643,I122594659511,I122594659513,I122594659505,I122627474028,I122595690702,,,,,,,
F644,I122594725055,I122594725068,I122594725026,,,,,,,,,
F645,I122597002449,I122595007336,I122597002427,I122595007505,,,,,,,,
F646,I122605915143,I122605915241,,,,,,,,,,
F647,I122600377434,I122600377357,I122600378162,,,,,,,,,
F648,I122596707469,I122596707560,I122605696769,,,,,,,,,
F649,I122602654733,I122602654790,I122602654836,,,,,,,,,
F650,I122594659459,I122594659477,,,,,,,,,,
F651,I122604571770,I122604571701,,,,,,,,,,
F652,I122594659483,I122594659484,I122594659477,,,,,,,,,
F653,I122616466218,I122616466208,I122616466035,I122616318736,I122616535765,,,,,,,
F654,I122605096055,I122605096063,I122605096022,,,,,,,,,
F655,I122596494578,I122596494497,,,,,,,,,,
F656,I122595003609,I122595003620,I122595003597,,,,,,,,,
F657,I122603572289,I122603572327,I122603572262,I122603572426,,,,,,,,
F658,I122593545459,I122593548472,I122593541902,,,,,,,,,
F659,I122597002404,I122597002418,,,,,,,,,,
F660,I122614795156,I122614795151,I122594585454,,,,,,,,,
F661,I122596838588,I122596838561,,,,,,,,,,
F662,I122616597347,I122616597363,I122616597278,,,,,,,,,
F663,I122597002421,I122597002427,I122597002418,,,,,,,,,
F664,I122616562840,I122616562925,I122616563488,,,,,,,,,
F665,I122594738985,I122594738896,,,,,,,,,,
F666,I122600375189,I122600375076,I122600375284,,,,,,,,,
F667,I122602652727,I122602652584,I122602652818,I122602653709,,,,,,,,
F668,I122613859395,I122613859447,I122613859279,,,,,,,,,
F669,I122610549809,I122610549801,I122610549676,,,,,,,,,
F670,I122605241278,I122605241293,I122605241247,,,,,,,,,
F671,I122619397306,I122619397199,,,,,,,,,,
F672,I122600702852,I122600702866,I122600701639,,,,,,,,,
F673,I122603832270,I122603832240,,,,,,,,,,
F674,I122597540803,I122597540717,,,,,,,,,,
F675,I122600506324,I122600506247,I122600506212,I122600506509,,,,,,,,
F676,I122619020619,I122619020448,I122619020318,,,,,,,,,
F677,I122603684789,I122603684932,,,,,,,,,,
F678,I122618479779,I122618479752,I122618479867,,,,,,,,,
F679,I122595689286,I122595689317,I122595689349,,,,,,,,,
F680,I122614088797,I122614088803,I122614087580,I122614848561,I122617288923,I122615026521,,,,,,
F681,I122617922724,I122617922820,I122617923254,,,,,,,,,
F682,I122618037413,I122618037595,,,,,,,,,,
F683,I122606027776,I122606027734,I122606027873,,,,,,,,,
F684,I122593575778,I122593575698,,,,,,,,,,
F685,I122603832306,I122603832240,,,,,,,,,,
F686,I122600367198,I122597000040,I122600367167,I122597000079,,,,,,,,
F687,I122619724933,I122619724995,,,,,,,,,,
F688,I122605912963,I122605913036,I122605912826,I122605913361,,,,,,,,
F689,I122606519222,I122606519236,I122606519407,I122606519163,,,,,,,,
F690,I122595689243,I122595689246,I122595689286,I122595689217,,,,,,,,
F691,I122617447630,I122617447533,I122617743190,I122617885520,I122597051737,I122618017409,I122618038262,I122618039737,I122597166545,,,
F692,I122596999936,I122596999952,I122596999918,,,,,,,,,
F693,I122618479882,I122618479867,,,,,,,,,,
F694,I122594739043,I122594739057,I122594739167,I122609745668,,,,,,,,
F695,I122614465587,I122614465573,I122614468674,I122614464358,,,,,,,,
F696,I122595001259,I122595001193,,,,,,,,,,
F697,I122603832175,I122603832208,I122603832240,,,,,,,,,
F698,I122618987748,I122618987799,I122618984804,,,,,,,,,
F699,I122603373514,I122603373556,,,,,,,,,,
F700,I122605241273,I122605241247,I122605241235,,,,,,,,,
F701,I122597055697,I122597163798,I122597163652,,,,,,,,,
F702,I122596492057,I122596491024,I122596492082,,,,,,,,,
F703,I122595689215,I122595689217,I122595689202,,,,,,,,,
F704,I122605241197,I122605241235,,,,,,,,,,
F705,I122596999963,I122596999968,I122597000040,I122596999936,,,,,,,,
F706,I122600375284,I122600375366,I122600375430,,,,,,,,,
F707,I122594591568,I122594591658,I122605985224,,,,,,,,,
F708,I122603209777,I122603209693,,,,,,,,,,
F709,I122596492082,I122596492168,,,,,,,,,,
F710,I122595754791,I122595754704,I122595754950,,,,,,,,,
F711,I122614350979,I122614350848,I122614351090,,,,,,,,,
F712,I122596115457,I122596115410,I122605249330,,,,,,,,,
F713,I122603684719,I122603684640,I122603684789,,,,,,,,,
F714,I122619872290,I122619872364,,,,,,,,,,
F715,I122597000079,I122597000140,,,,,,,,,,
F716,I122597000416,I122597000140,,,,,,,,,,
F717,I122605241102,I122605241153,I122605241197,,,,,,,,,
F718,I122602652448,I122602652522,I122602652584,,,,,,,,,
F719,I122606519085,I122606519163,I122606518914,,,,,,,,,
F720,I122614351090,I122614353977,,,,,,,,,,
F721,I122593575863,I122593575936,I122593575778,,,,,,,,,
F722,I122603209482,I122603209514,,,,,,,,,,
F723,I122600702737,I122600702750,I122600702673,I122617604468,I122600702866,,,,,,,
F724,I122604973115,I122605093724,I122605093676,I122604973087,,,,,,,,
F725,I122596659856,I122597000146,I122597000111,,,,,,,,,
F726,I122616759297,I122616759308,I122616759586,I122616761149,,,,,,,,
F727,I122618201153,I122618201113,I122618201451,,,,,,,,,
F728,I122600506197,I122600506121,,,,,,,,,,
F729,I122595754950,I122595755048,I122595755333,,,,,,,,,
F730,I122603832073,I122603832131,I122606146657,I122603832175,,,,,,,,
F731,I122594551189,I122594542518,,,,,,,,,,
F732,I122605699932,I122605699947,I122605699891,,,,,,,,,
F733,I122597540818,I122597540833,I122597540803,,,,,,,,,
F734,I122616923181,I122616923187,I122616923112,,,,,,,,,
F735,I122597409743,I122597409755,I122597409864,I122597409714,,,,,,,,
F736,I122620118030,I122620113248,,,,,,,,,,
F737,I122619020195,I122619020318,,,,,,,,,,
F738,I122594099949,I122594100127,I122594099810,,,,,,,,,
F739,I122594526105,I122594535301,I122594542518,I122603209514,,,,,,,,
F740,I122600375036,I122600375076,I122600374880,,,,,,,,,
F741,I122616923181,I122616923625,I122616977690,,,,,,,,,
F742,I122594591698,I122594591713,I122594591658,I122594591887,,,,,,,,
F743,I122597000079,I122597000111,,,,,,,,,,
F744,I122616300648,I122616300630,I122616300015,,,,,,,,,
F745,I122597409698,I122597409714,I122595002310,,,,,,,,,
F746,I122616579158,I122616579350,I122616580039,,,,,,,,,
F747,I122605093586,I122605093661,,,,,,,,,,
F748,I122614662430,I122614662319,I122597000140,,,,,,,,,
F749,I122596492193,I122596492182,I122596492168,,,,,,,,,
F750,I122595689386,I122595689349,,,,,,,,,,
F751,I122615055509,I122615055533,I122615055272,I122615055642,,,,,,,,
F752,I122605699869,I122605699762,,,,,,,,,,
F753,I122613695643,I122613695443,,,,,,,,,,
F754,I122613695643,I122613695902,,,,,,,,,,
F755,I122595001540,I122595001284,,,,,,,,,,
F756,I122605694622,I122595001284,I122595001259,,,,,,,,,
F757,I122595689396,I122595689404,I122595689386,,,,,,,,,
F758,I122605093676,I122605093682,I122605093661,,,,,,,,,
F759,I122605699891,I122605699899,I122605699869,,,,,,,,,
F760,I122600506212,I122600506222,I122600506197,,,,,,,,,
F761,I122619725228,I122619725234,I122619725152,,,,,,,,,
F762,I122595754589,I122595754641,I122595754704,I122595754394,,,,,,,,
F763,I122605912826,I122605912748,,,,,,,,,,
F764,I122595689086,I122595689045,I122595689133,,,,,,,,,
F765,I122594591331,I122594591268,I122594591361,,,,,,,,,
F766,I122618971556,I122618971470,I122618982940,I122618988649,I122618971878,,,,,,,
F767,I122600505994,I122600506056,I122600506121,I122600509166,,,,,,,,
F768,I122618201451,I122618201496,,,,,,,,,,
F769,I122617218445,I122617218547,I122617218841,,,,,,,,,
F770,I122617742709,I122617742741,I122606027060,,,,,,,,,
F771,I122595361403,I122595361284,,,,,,,,,,
F772,I122605240997,I122605241068,I122605241102,,,,,,,,,
F773,I122597163283,I122597163625,,,,,,,,,,
F774,I122594738688,I122594738636,I122594738752,I122596874619,I122594739738,I122595003918,,,,,,
F775,I122614351178,I122614351171,I122614350979,I122614352280,,,,,,,,
F776,I122600702587,I122600702648,I122600702533,,,,,,,,,
F777,I122597163641,I122597163652,I122597163625,,,,,,,,,
F778,I122608418222,I122608420142,,,,,,,,,,
F779,I122608420256,I122608420142,I122608653954,I122608657302,,,,,,,,
F780,I122619725152,I122619725202,I122619724995,,,,,,,,,
